SEQ	CLASS	Qmm	P	T	E
282	1961_1990	NA	266.6315015	26.42422642	3.962051868
283	1961_1990	NA	341.9402202	26.75737848	4.095198154
284	1961_1990	NA	230.1427203	26.58835163	4.191273689
285	1961_1990	NA	434.5626166	25.96156714	4.01298666
286	1961_1990	NA	252.1710315	25.82430451	3.884227991
287	1961_1990	NA	102.294577	26.0756148	4.020458221
288	1961_1990	NA	10.46574585	26.36722437	4.649784565
289	1961_1990	NA	4.28649338	26.65737524	5.166289806
290	1961_1990	NA	4.158577513	26.25981128	5.474077225
291	1961_1990	NA	2.715355184	29.47879801	5.746303558
292	1961_1990	NA	92.90988502	29.03300318	5.551989079
293	1961_1990	NA	153.617482	27.74737231	4.509092331
294	1961_1990	NA	280.4449416	26.42422642	3.962051868
295	1961_1990	NA	211.1570306	26.75737848	4.095198154
296	1961_1990	NA	238.9345229	26.58835163	4.191273689
297	1961_1990	NA	270.5864951	25.96156714	4.01298666
298	1961_1990	NA	328.9246546	25.82430451	3.884227991
299	1961_1990	NA	126.462042	26.0756148	4.020458221
300	1961_1990	NA	9.773478034	26.36722437	4.649784565
301	1961_1990	NA	10.32318651	26.65737524	5.166289806
302	1961_1990	NA	4.628982635	26.25981128	5.474077225
303	1961_1990	NA	10.46142849	29.47879801	5.746303558
304	1961_1990	NA	24.7044318	29.03300318	5.551989079
305	1961_1990	NA	306.1582816	27.74737231	4.509092331
306	1961_1990	NA	298.0998619	26.42422642	3.962051868
307	1961_1990	NA	119.4458065	26.75737848	4.095198154
308	1961_1990	NA	223.7146973	26.58835163	4.191273689
309	1961_1990	NA	255.3954323	25.96156714	4.01298666
310	1961_1990	NA	317.3339581	25.82430451	3.884227991
311	1961_1990	NA	59.59239461	26.0756148	4.020458221
312	1961_1990	NA	15.45236837	26.36722437	4.649784565
313	1961_1990	NA	2.550018375	26.65737524	5.166289806
314	1961_1990	NA	1.07002804	26.25981128	5.474077225
315	1961_1990	NA	14.15663625	29.47879801	5.746303558
316	1961_1990	NA	61.71643343	29.03300318	5.551989079
317	1961_1990	NA	196.6976767	27.74737231	4.509092331
318	1961_1990	NA	217.4940627	26.42422642	3.962051868
319	1961_1990	NA	414.514424	26.75737848	4.095198154
320	1961_1990	NA	173.0668123	26.58835163	4.191273689
321	1961_1990	NA	361.9405437	25.96156714	4.01298666
322	1961_1990	NA	226.1920778	25.82430451	3.884227991
323	1961_1990	NA	32.57546966	26.0756148	4.020458221
324	1961_1990	NA	8.698831735	26.36722437	4.649784565
325	1961_1990	NA	4.168978752	26.65737524	5.166289806
326	1961_1990	NA	2.502816792	26.25981128	5.474077225
327	1961_1990	NA	8.221189543	29.47879801	5.746303558
328	1961_1990	NA	13.06485551	29.03300318	5.551989079
329	1961_1990	NA	291.8639949	27.74737231	4.509092331
330	1961_1990	NA	472.4483699	26.42422642	3.962051868
331	1961_1990	NA	191.1041198	26.75737848	4.095198154
332	1961_1990	NA	629.0126599	26.58835163	4.191273689
333	1961_1990	NA	680.5810801	25.96156714	4.01298666
334	1961_1990	NA	451.9842013	25.82430451	3.884227991
335	1961_1990	NA	82.3568523	26.0756148	4.020458221
336	1961_1990	NA	5.006314186	26.36722437	4.649784565
337	1961_1990	NA	2.468533325	26.65737524	5.166289806
338	1961_1990	NA	1.419408174	26.25981128	5.474077225
339	1961_1990	NA	2.570144697	29.47879801	5.746303558
340	1961_1990	NA	3.998833806	29.03300318	5.551989079
341	1961_1990	NA	111.1763927	27.74737231	4.509092331
